description,category,urgency_score,urgency_level,location_type,category_label,urgency_label,text_length
"A broken curb has created a large gap that forces pedestrians to step closer to moving traffic, beside the highway access route.",infrastructure,9.0,high,highway,4,1,22
"Roadside drain damaged near a commercial area since yesterday, wastewater is spreading on the footpath.",drainage,7.5,high,commercial,1,1,15
The road has a large uneven section caused by a pothole. People are asking for the road to be repaired.,pothole,8.0,high,school,5,1,20
Broken barrier blocking part of the road at the highway.,infrastructure,7.5,high,highway,4,1,10
Waste is collecting near the drain and blocking the water flow. People are avoiding that part of the street.,garbage,2.0,low,hospital,2,2,19
"A large crack has developed across the concrete pavement, creating a serious trip hazard for pedestrians, along the public walkway.",infrastructure,6.5,medium,public,4,3,20
"Food waste dumped beside the road, on the public walkway.",domestic_trash,3.5,low,public,0,2,10
Food containers scattered near the shops at the industrial road.,trash,4.0,medium,industrial,7,3,10
विद्यालय को भित्तामा स्प्रे पेन्टले बिगारिएको छ। छिटो सफा गर्नुपर्यो।,vandalism,8.7,critical,school,8,0,10
"Rental cars blocking a public bus stop after recent rain, buses are stopping in the traffic lane.",illegal_parking,7.5,high,commercial,3,1,17
"Residential drain overflowing with sewage since yesterday, residents face a serious health risk.",drainage,9.5,critical,residential,1,0,13
"Waste enclosure covered with spray-painted tags near a market, the markings are small but visible.",vandalism,3.0,low,market,8,2,15
"Health-post wall defaced with large drawings near an industrial road, patients cannot read the service details.",vandalism,5.5,medium,industrial,8,3,16
"Hospital access drain breeding mosquitoes, the area has an increased disease risk.",drainage,7.5,high,residential,1,1,12
People are throwing waste in the open area and the pile is getting bigger. The waste is making the area unpleasant.,garbage,5.0,medium,market,2,3,21
"Private cars parked at a busy junction since yesterday, drivers cannot see approaching vehicles.",illegal_parking,8.0,high,market,3,1,14
"Public toilet badly scratched in a public area, the same place was damaged repeatedly.",vandalism,5.5,medium,public,8,3,14
"Public notice board left with its notice torn down in a commercial area, emergency contact details are blocked.",vandalism,7.0,high,commercial,8,1,18
A broken curb has created a large gap that forces pedestrians to step closer to moving traffic beside the hospital walkway.,infrastructure,5.5,medium,hospital,4,3,21
There is a pothole on the road and vehicles have to slow down. It becomes harder to see when it rains.,pothole,3.5,low,residential,5,2,21
People are throwing waste in the open area and the pile is getting bigger. The waste is mixed with unsafe material and people are coming close to it.,garbage,9.0,critical,school,2,0,28
A damaged retaining wall is showing visible cracks and appears unstable beside the access road along the highway shoulder.,infrastructure,7.0,high,highway,4,1,19
"Culvert collapsed beside the road since yesterday, pedestrians could fall into the opening.",drainage,8.5,high,public,1,1,13
"Pedestrian-crossing sign bent away from traffic near an industrial road, vehicles are braking when people enter the road.",road_damaged_sign,8.0,high,industrial,6,1,18
"Household rubbish blocking the pavement, on the market street.",domestic_trash,6.0,medium,commercial,0,3,9
"Narrow-bridge sign fallen into a drain in Pokhara, night drivers cannot see the hazard.",road_damaged_sign,8.5,high,market,6,1,14
"Wind has scattered plastic waste and paper across the area around an overflowing public bin, beside the school boundary.",trash,8.5,high,school,7,1,19
"Covered drain blocked with plastic waste, rainwater is flooding the road.",drainage,8.5,high,residential,1,1,11
"Storm-water drain covered by construction debris after recent rain, water cannot reach the outlet.",drainage,6.5,high,industrial,1,1,14
There is food waste on the street and stray dogs are spreading it. The area can be cleaned during the normal collection.,garbage,2.0,low,school,2,2,22
"School buses parked across a school gate after recent rain, children are entering through traffic.",illegal_parking,8.0,high,school,3,1,15
"Taxis blocking a residential driveway since yesterday, residents cannot move their vehicles.",illegal_parking,5.0,medium,residential,3,3,12
"Hospital direction sign hidden by branches near a school, ambulances are missing the correct access road.",road_damaged_sign,9.0,critical,school,6,0,16
"Motorcycles parked fully on the footpath since yesterday, pedestrians are forced onto the road.",illegal_parking,7.5,high,residential,3,1,14
"Industrial drain overflowing with sewage after recent rain, residents face a serious health risk.",drainage,9.0,critical,residential,1,0,14
वर्षापछि औद्योगिक क्षेत्र को नाला भरि पानी भरिएर बाटोमा फैलिएको छ। सरकारले चाँडै हेर्नुपर्यो।,drainage,6.4,medium,industrial,1,3,14
"Rubbish piled up beside the walkway, on the residential lane.",trash,5.5,medium,residential,7,3,10
"पानी जम्मा भएर औद्योगिक क्षेत्र को बाटो डुब्न थाल्यो, गाडीहरू अड्किएका छन्। छिटो मर्मत गर्नुपर्यो।",drainage,5.4,medium,industrial,1,3,15
"Food waste dumped beside the road, beside the school.",domestic_trash,9.5,high,school,0,1,9
"Community drain damaged near a commercial area since yesterday, wastewater is spreading on the footpath.",drainage,7.5,high,commercial,1,1,15
Garbage is collecting near houses and the smell is getting worse. People are having to walk around the garbage.,garbage,5.5,medium,hospital,2,3,19
There are potholes on the street and motorcycles are struggling to pass. It is causing vehicles to shake while crossing.,pothole,8.5,high,residential,5,1,20
"Taxis parked on both sides of a narrow road after recent rain, emergency vehicles cannot pass.",illegal_parking,9.5,critical,hospital,3,0,16
There is a pothole where water collects after rain. Vehicles are having to make sudden turns to avoid it.,pothole,9.5,critical,school,5,0,19
Loose manhole cover creating a hazard near the school.,infrastructure,5.5,medium,school,4,3,9
"Industrial drain filled with mud after rain since yesterday, water is entering nearby shops.",drainage,8.0,high,market,1,1,14
"Junction sign knocked down in Ghorahi, traffic slows while drivers confirm the route.",road_damaged_sign,4.5,medium,industrial,6,3,13
एम्बुलेन्स र आकस्मिक गाडी आवासीय क्षेत्र बाट जान नसक्ने भएको छ। ट्राफिक प्रहरीले हेर्नुपर्यो।,illegal_parking,5.2,high,residential,3,1,14
"Public notice board covered with political slogans in a commercial area, visitors are using the wrong entrance.",vandalism,6.5,high,commercial,8,1,17
The pothole is making it uncomfortable for people riding motorcycles. The hole is causing dangerous movement for vehicles and pedestrians.,pothole,9.5,critical,hospital,5,0,20
"Public wall marked with offensive words near a school, residents have requested cleaning.",vandalism,4.0,low,school,8,2,13
"Bus shelter marked with offensive words near a market, residents have requested cleaning.",vandalism,3.5,low,market,8,2,13
Collapsed drain leaving an open gap on the public road.,infrastructure,3.5,low,public,4,2,10
"Hospital direction sign hidden by branches near a school, patients are taking wrong turns.",road_damaged_sign,7.0,high,school,6,1,14
ट्रक र बसहरू बजार को बाटो छेकेर पार्किङ गरेका छन्। छिटो कारबाही गर्नुपर्यो।,illegal_parking,7.3,high,market,3,1,13
"Public water tap badly scratched in a public area, sharp parts are exposed beside pedestrians.",vandalism,8.5,high,public,8,1,15
"Several bags of household rubbish are blocking part of the footpath outside a row of homes, beside the school boundary.",domestic_trash,8.0,high,school,0,1,20
