description,category,urgency_score,urgency_level,location_type,category_label,urgency_label
"Residential drain overflowing with sewage since yesterday, residents face a serious health risk.",drainage,9.5,critical,residential,1,0
"Waste enclosure covered with spray-painted tags near a market, the markings are small but visible.",vandalism,3.0,low,market,8,2
"Health-post wall defaced with large drawings near an industrial road, patients cannot read the service details.",vandalism,5.5,medium,industrial,8,3
"Hospital access drain breeding mosquitoes, the area has an increased disease risk.",drainage,7.5,high,residential,1,1
People are throwing waste in the open area and the pile is getting bigger. The waste is making the area unpleasant.,garbage,5.0,medium,market,2,3
"Private cars parked at a busy junction since yesterday, drivers cannot see approaching vehicles.",illegal_parking,8.0,high,market,3,1
"Public toilet badly scratched in a public area, the same place was damaged repeatedly.",vandalism,5.5,medium,public,8,3
"Public notice board left with its notice torn down in a commercial area, emergency contact details are blocked.",vandalism,7.0,high,commercial,8,1
A broken curb has created a large gap that forces pedestrians to step closer to moving traffic beside the hospital walkway.,infrastructure,5.5,medium,hospital,4,3
There is a pothole on the road and vehicles have to slow down. It becomes harder to see when it rains.,pothole,3.5,low,residential,5,2
People are throwing waste in the open area and the pile is getting bigger. The waste is mixed with unsafe material and people are coming close to it.,garbage,9.0,critical,school,2,0
A damaged retaining wall is showing visible cracks and appears unstable beside the access road along the highway shoulder.,infrastructure,7.0,high,highway,4,1
"Culvert collapsed beside the road since yesterday, pedestrians could fall into the opening.",drainage,8.5,high,public,1,1
"Pedestrian-crossing sign bent away from traffic near an industrial road, vehicles are braking when people enter the road.",road_damaged_sign,8.0,high,industrial,6,1
"Household rubbish blocking the pavement, on the market street.",domestic_trash,6.0,medium,commercial,0,3
"Narrow-bridge sign fallen into a drain in Pokhara, night drivers cannot see the hazard.",road_damaged_sign,8.5,high,market,6,1
"Wind has scattered plastic waste and paper across the area around an overflowing public bin, beside the school boundary.",trash,8.5,high,school,7,1
"Covered drain blocked with plastic waste, rainwater is flooding the road.",drainage,8.5,high,residential,1,1
"Storm-water drain covered by construction debris after recent rain, water cannot reach the outlet.",drainage,6.5,high,industrial,1,1
There is food waste on the street and stray dogs are spreading it. The area can be cleaned during the normal collection.,garbage,2.0,low,school,2,2
"School buses parked across a school gate after recent rain, children are entering through traffic.",illegal_parking,8.0,high,school,3,1
"Taxis blocking a residential driveway since yesterday, residents cannot move their vehicles.",illegal_parking,5.0,medium,residential,3,3
"Hospital direction sign hidden by branches near a school, ambulances are missing the correct access road.",road_damaged_sign,9.0,critical,school,6,0
"Motorcycles parked fully on the footpath since yesterday, pedestrians are forced onto the road.",illegal_parking,7.5,high,residential,3,1
"Industrial drain overflowing with sewage after recent rain, residents face a serious health risk.",drainage,9.0,critical,residential,1,0
वर्षापछि औद्योगिक क्षेत्र को नाला भरि पानी भरिएर बाटोमा फैलिएको छ। सरकारले चाँडै हेर्नुपर्यो।,drainage,6.4,medium,industrial,1,3
"Rubbish piled up beside the walkway, on the residential lane.",trash,5.5,medium,residential,7,3
"पानी जम्मा भएर औद्योगिक क्षेत्र को बाटो डुब्न थाल्यो, गाडीहरू अड्किएका छन्। छिटो मर्मत गर्नुपर्यो।",drainage,5.4,medium,industrial,1,3
"Food waste dumped beside the road, beside the school.",domestic_trash,9.5,high,school,0,1
"Community drain damaged near a commercial area since yesterday, wastewater is spreading on the footpath.",drainage,7.5,high,commercial,1,1
Garbage is collecting near houses and the smell is getting worse. People are having to walk around the garbage.,garbage,5.5,medium,hospital,2,3
There are potholes on the street and motorcycles are struggling to pass. It is causing vehicles to shake while crossing.,pothole,8.5,high,residential,5,1
"Taxis parked on both sides of a narrow road after recent rain, emergency vehicles cannot pass.",illegal_parking,9.5,critical,hospital,3,0
There is a pothole where water collects after rain. Vehicles are having to make sudden turns to avoid it.,pothole,9.5,critical,school,5,0
Loose manhole cover creating a hazard near the school.,infrastructure,5.5,medium,school,4,3
"Industrial drain filled with mud after rain since yesterday, water is entering nearby shops.",drainage,8.0,high,market,1,1
"Junction sign knocked down in Ghorahi, traffic slows while drivers confirm the route.",road_damaged_sign,4.5,medium,industrial,6,3
एम्बुलेन्स र आकस्मिक गाडी आवासीय क्षेत्र बाट जान नसक्ने भएको छ। ट्राफिक प्रहरीले हेर्नुपर्यो।,illegal_parking,5.2,high,residential,3,1
"Public notice board covered with political slogans in a commercial area, visitors are using the wrong entrance.",vandalism,6.5,high,commercial,8,1
The pothole is making it uncomfortable for people riding motorcycles. The hole is causing dangerous movement for vehicles and pedestrians.,pothole,9.5,critical,hospital,5,0
"Public wall marked with offensive words near a school, residents have requested cleaning.",vandalism,4.0,low,school,8,2
"Bus shelter marked with offensive words near a market, residents have requested cleaning.",vandalism,3.5,low,market,8,2
Collapsed drain leaving an open gap on the public road.,infrastructure,3.5,low,public,4,2
"Hospital direction sign hidden by branches near a school, patients are taking wrong turns.",road_damaged_sign,7.0,high,school,6,1
ट्रक र बसहरू बजार को बाटो छेकेर पार्किङ गरेका छन्। छिटो कारबाही गर्नुपर्यो।,illegal_parking,7.3,high,market,3,1
"Public water tap badly scratched in a public area, sharp parts are exposed beside pedestrians.",vandalism,8.5,high,public,8,1
"Several bags of household rubbish are blocking part of the footpath outside a row of homes, beside the school boundary.",domestic_trash,8.0,high,school,0,1
"A waste collection point is overflowing and loose rubbish is spreading into the nearby road, near the warehouse area.",trash,8.5,high,industrial,7,1
Garbage bags are broken and the waste is spread across the sidewalk. The waste is making the area unpleasant.,garbage,9.5,critical,school,2,0
"Narrow-bridge sign faded and unreadable near a market, drivers are approaching the hazard too quickly.",road_damaged_sign,7.0,high,market,6,1
Food containers scattered near the shops near the community area.,trash,6.0,medium,public,7,3
"Food containers scattered near the shops, on the highway shoulder.",trash,5.0,medium,highway,7,3
There is a hole on the street that drivers are trying to avoid. It is difficult to see at night.,pothole,9.0,critical,market,5,0
"Speed-limit sign blocked by a vendor board in a commercial area, motorcycles are braking near the barriers.",road_damaged_sign,7.5,high,commercial,6,1
